[2018-08-21 17:27:22.064] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:27:22.065] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:27:22.066] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:27:22.067] [setup] [info] Program Linking finished.
[2018-08-21 17:27:22.067] [setup] [info] Linking Program Success.
[2018-08-21 17:27:23.700] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:28:18.317] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:28:18.375] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:28:18.376] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:28:18.413] [setup] [info] Program Linking finished.
[2018-08-21 17:28:18.413] [setup] [info] Linking Program Success.
[2018-08-21 17:28:19.167] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:31:47.112] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:31:47.113] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:31:47.114] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:31:47.114] [setup] [info] Program Linking finished.
[2018-08-21 17:31:47.115] [setup] [info] Linking Program Success.
[2018-08-21 17:31:49.570] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 17:32:09.038] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 17:32:09.039] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 17:32:09.039] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 17:32:09.041] [setup] [info] Program Linking finished.
[2018-08-21 17:32:09.042] [setup] [info] Linking Program Success.
[2018-08-21 17:32:12.837] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 152 )

[2018-08-21 18:07:55.168] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:07:55.169] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 18:07:55.185] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 18:07:55.186] [setup] [info] Program Linking finished.
[2018-08-21 18:07:55.187] [setup] [info] Linking Program Success.
[2018-08-21 18:07:59.169] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 155 )

[2018-08-21 18:08:22.321] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:08:22.323] [setup] [info] Vertex Shader [../resources/shader/vertex_shader.glsl] Compile finished.
[2018-08-21 18:08:22.324] [setup] [info] Fragment Shader [../resources/shader/fragment_shader.glsl] Compile finished.
[2018-08-21 18:08:22.325] [setup] [info] Program Linking finished.
[2018-08-21 18:08:22.326] [setup] [info] Linking Program Success.
[2018-08-21 18:08:25.986] [setup] [debug] NO ERROR at c:\users\user\desktop\github\procedural-terrain-estimator\renderer\terrainrenderer\glapp.cpp ( 155 )

[2018-08-21 18:12:12.048] [setup] [info] Vendor : NVIDIA Corporation, Renderer : GeForce GTX 1060/PCIe/SSE2
[2018-08-21 18:12:12.052] [setup] [critical] Program Link Failed. info log :
[2018-08-21 18:12:12.307] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.322] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.323] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.324] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.339] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.339] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.340] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.356] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.356] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.357] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.372] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.373] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.373] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.389] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.389] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.390] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.406] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.406] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.407] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.422] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.423] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.423] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.439] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.439] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.440] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.456] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.456] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.456] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.472] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.473] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.473] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.489] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.490] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.491] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.506] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.506] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.507] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.522] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.523] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.524] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.539] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.540] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.541] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.556] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.556] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.557] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.572] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.573] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.573] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.589] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.590] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.591] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.606] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.606] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.608] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.622] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.623] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.624] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.639] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.640] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.640] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.656] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.656] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.658] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.672] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.673] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.674] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.689] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.690] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.691] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.706] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.706] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.708] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.722] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.723] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.724] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.739] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.740] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.741] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.756] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.756] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.757] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.772] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.773] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.775] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.789] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.790] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.791] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.806] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.807] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.808] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.822] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.823] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.824] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.839] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.840] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.842] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.856] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.856] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.858] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.872] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.873] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.874] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.889] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.890] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.891] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.906] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.906] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.907] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.922] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.923] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.924] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.939] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.940] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.941] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.956] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.956] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.958] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.972] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.973] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.974] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:12.989] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:12.990] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:12.991] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.006] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.007] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.008] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.022] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.023] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.025] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.039] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.040] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.041] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.056] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.056] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.059] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.072] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.073] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.073] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.089] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.090] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.091] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.106] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.106] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.107] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.122] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.123] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.124] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.139] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.140] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.141] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.156] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.156] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.157] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.172] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.173] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.174] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.189] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.190] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.191] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.206] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.207] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.207] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.222] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.223] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.224] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.240] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.240] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.241] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.256] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.256] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.257] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.272] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.273] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.274] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.289] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.289] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.290] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.306] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.306] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.306] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.322] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.323] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.324] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.339] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.339] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.346] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.356] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.356] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.356] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.372] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.373] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.373] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.389] [setup] [critical] Undefined Uniform Variable Name : model
[2018-08-21 18:12:13.389] [setup] [critical] Undefined Uniform Variable Name : view
[2018-08-21 18:12:13.390] [setup] [critical] Undefined Uniform Variable Name : project
[2018-08-21 18:12:13.406] [setup] [critical] Undefined Uniform Variable Name : model
